ID	InputText	Entity	EntityLabel	UMLS.CUI	UMLS.Label	UMLS.Definition	UMLS.SemanticTypeIDs	UMLS.SemanticTypeLabels	UMLS.Synonyms	UMLS.Score
dsxrceaM45	Cryptococcal Meningitis	Cryptococcal Meningitis	DISEASE	C0085436	Meningitis, Cryptococcal	Meningeal inflammation produced by CRYPTOCOCCUS NEOFORMANS, an encapsulated yeast that tends to infect individuals with ACQUIRED IMMUNODEFICIENCY SYNDROME and other immunocompromised states. The organism enters the body through the respiratory tract, but symptomatic infections are usually limited to the lungs and nervous system. The organism may also produce parenchymal brain lesions (torulomas). Clinically, the course is subacute and may feature HEADACHE; NAUSEA; PHOTOPHOBIA; focal neurologic deficits; SEIZURES; cranial neuropathies; and HYDROCEPHALUS. (From Adams et al., Principles of Neurology, 6th ed, pp721-2)	T047	Disease or Syndrome	crypto meningitis, Cryptococcal Meningitis, Cryptococcal meningitis, MENINGITIS TORULA, Meningitis due to Cryptococcus, Cryptococcal meningitis (disorder), cryptococcal meningitis, Cryptococcal Meningitides, Meningitides, Cryptococcal, meningitis cryptococcal, CRYPTOCOCCAL MENINGITIS, MENINGITIS CRYPTOCOCCAL	1.0
SQsdXocBno	Flavobacteriaceae infections									
3r9TMDNf6M	Urethritis									
j8mw2XCG88	Meningeal tuberculosis	tuberculosis	DISEASE	C0041296	Tuberculosis	Any of the infectious diseases of man and other animals caused by species of MYCOBACTERIUM TUBERCULOSIS.	T047	Disease or Syndrome	Tuberculous, TUBERCULOSIS, Koch Disease, Mycobacterium tuberculosis Infection, Infection, Mycobacterium tuberculosis, Mycobacterium tuberculosis Infections, Tuberculous (qualifier value), TB, tuberculous, INFECTION TUBERCULOSIS, tbc, TBC, tuberculosis, Tuberculosis, NOS, Infection due to Mycobacterium tuberculosis, Infection caused by Mycobacterium tuberculosis, tuberculosis infection, Tuberculosis (TB), Tuberculotic, INFECTION TBC, Kochs Disease, Infections, Mycobacterium tuberculosis, Tuberculoses, Koch's Disease, Infection caused by Mycobacterium tuberculosis (disorder), Tuberculosis, Tuberculosis (disorder), infection tuberculosis, tuberculosis (TB), tb, TB - Tuberculosis	1.0
wJhUDbM8t5	Coccidioidomycosis	Coccidioidomycosis	DISEASE	C0009186	Coccidioidomycosis	Infection with a fungus of the genus COCCIDIOIDES, endemic to the SOUTHWESTERN UNITED STATES. It is sometimes called valley fever but should not be confused with RIFT VALLEY FEVER. Infection is caused by inhalation of airborne, fungal particles known as arthroconidia, a form of FUNGAL SPORES. A primary form is an acute, benign, self-limited respiratory infection. A secondary form is a virulent, severe, chronic, progressive granulomatous disease with systemic involvement. It can be detected by use of COCCIDIOIDIN.	T047	Disease or Syndrome	Coccidioidomycosis, Valley Fevers, coccidioidomycosis, Coccidioidomycosis, unspecified, Coccidioidomycosis (disorder), Coccidioidomycosis, NOS, DESERT FEVER, Infection caused by Coccidioides immitis, Desert fever, FEVER, VALLEY, disease posada wernicke, California disease, Infection caused by Coccidioides immitis (disorder), Coccidioidomycosis infection, Infection by Coccidioides immitis, Desert rheumatism, San Joaquin Valley fever, San Joaquin Valley Fever, Valley fever, Infections, Coccidioides immitis, Posadas-Wernicke disease, San Joaquin valley fever, desert fever, Infection, Coccidioides immitis, Coccidioidomycoses, Coccidioides immitis Infections, Coccidioides infection, COCCIDIOIDOMYCOSIS, Coccidioides immitis Infection, POSADAS-WERNICKE DISEASE, FEVER, SAN JOAQUIN, FEVER, DESERT, Valley Fever	1.0
hY4NknJwp3	Enterovirus infectious disease	Enterovirus infectious disease	DISEASE	C0014378	Enterovirus Infections	Diseases caused by ENTEROVIRUS.	T047	Disease or Syndrome	Infections, Enterovirus, Enteroviral infection, Enterovirus infection, enteroviral infection, Disease caused by Enterovirus (disorder), Disease due to Enterovirus, NOS, Enterovirus, Enterovirus Infection, enterovirus infections, enteroviral infections, Infection, Enterovirus, Enteroviral infections, Disease due to Enterovirus, Disease caused by Enterovirus, enterovirus infection, Enterovirus Infections, Enterovirus diseases, DISEASES DUE TO ENTEROVIRUS, Enterovirus infection, NOS	0.809
5PZAYSnZuz	Dengue hemorrhagic fever	Dengue hemorrhagic fever	DISEASE	C0019100	Severe Dengue	A virulent form of dengue characterized by THROMBOCYTOPENIA and an increase in vascular permeability (grades I and II) and distinguished by a positive pain test (e.g., TOURNIQUET PAIN TEST). When accompanied by SHOCK (grades III and IV), it is called dengue shock syndrome.	T047	Disease or Syndrome	Singapore Hemorrhagic Fever, Fever, Thai Hemorrhagic, DHF - Dengue hemorrhagic fever, dengue fever haemorrhagic, Fever, Philippine Hemorrhagic, Severe Dengues, DOUBLE DENGUE HEMORRHAGIC DISEASE, Fever, Singapore Hemorrhagic, Philippine Hemorrhagic Fever, Dengue Hemorrhagic Fever, DHF - Dengue haemorrhagic fever, Dengue hemorrhagic fever, dengue haemorrhagic fever, Dengue hemorrhagic fever (disorder), hemorrhagic dengue fever, Thai Hemorrhagic Fever, HEMORRHAGIC DENGUE, Hemorrhagic Fever, Dengue, Hemorrhagic Dengues, Severe dengue, Dengue, Severe, dengue hemorrhagic fever, haemorrhagic dengue fever, Hemorrhagic Dengue, dengue hemorrhagic, Dengues, Severe, DENGUE HEMORRHAGIC FEVER, Dengue haemorrhagic fever, dengue fever hemorrhagic	1.0
H2WxXERnpq	Viral eye infection	Viral eye infection	DISEASE	C0015407	Eye Infections, Viral	Infections of the eye caused by minute intracellular agents. These infections may lead to severe inflammation in various parts of the eye - conjunctiva, iris, eyelids, etc. Several viruses have been identified as the causative agents. Among these are Herpesvirus, Adenovirus, Poxvirus, and Myxovirus.	T047	Disease or Syndrome	Viral Ocular Infections, Ocular Infections, Viral, Viral Eye Infections, Infection, Viral Eye, Ocular Infection, Viral, viral eye infection, eye infection viral, Infections, Viral Eye, eye viral infections, viral eye infections, Infections, Viral Ocular, Viral Ocular Infection, Infection, Viral Ocular, Viral eye infection (disorder), Viral Eye Infection, eye infections viral, eye viral infection, Eye Infection, Viral, Viral eye infection	1.0
MGdfzdggKi	Nidovirales infectious disease	infectious disease	DISEASE	C0009450	Communicable Diseases	An illness caused by an infectious agent or its toxins that occurs through the direct or indirect transmission of the infectious agent or its products from an infected individual or via an animal, vector or the inanimate environment to a susceptible animal or human host.	T047	Disease or Syndrome	Communicable Disease, contagious disease, Infection, Transmissible disease, NOS, Disorder due to infection, Infective disorder, Disease, Communicable, communicable diseases, Contagious disease (navigational concept), Disease, Infectious, Diseases, Infectious, contagious diseases, Infectious Diseases and Manifestations, Infectious disease (disorder), Infectious Diseases, Communicable disease (navigational concept), Infectious Disease, Infectious or communicable disease, communicable disease, Disease due to infection, Infectious Disorder, Infectious, Communicable disease, infection, Communicable Diseases, Infectious disease, infectious diseases, microbial colonization, disease caused by microorganism, Communicable disease, NOS, communicable infectious disease, Infection, NOS, infectious disease, Contagious disease, NOS, Infectious diseases, Contagious disease, Infectious disease NOS, Communicable diseases, Diseases, Communicable, Infectious disease, NOS, Infection Unspecified	1.0
VgXPve87ya	Cardiovirus infectious disease	Cardiovirus infectious disease	DISEASE	C0206617	Cardiovirus Infections	Infections caused by viruses of the genus CARDIOVIRUS, family PICORNAVIRIDAE.	T047	Disease or Syndrome	Infections, Cardiovirus, Cardiovirus Infection, Infection, Cardiovirus	0.825
tf2NSizK6J	Schistosomiasis Mansoni									
nEvk6GwPS8	Hepatitis a virus infection	Hepatitis	DISEASE	C0019158	Hepatitis	INFLAMMATION of the LIVER.	T047	Disease or Syndrome	HEPATITIS, Hepatitis, NOS, Hepatitides, HEPATITIS NONSPECIFIC, Hepatitis, unspecified, nonspecific hepatitis, Inflammatory disorder of liver, Liver inflammation, Inflammatory disease of liver, HEPATITIS NOS, Inflammatory liver disease, inflammatory liver disease, unspecified hepatitis, hepatitides, hepatitis, Hepatitis, Inflammatory disease of liver (disorder)	1.0
nEvk6GwPS8	Hepatitis a virus infection	virus infection	DISEASE	C0042769	Virus Diseases	A general term for diseases caused by viruses.	T047	Disease or Syndrome	Viral disease (disorder), viral diseases, Viral disease, NOS, VIRAL DISEASES, Virus diseases, Viral illness, NOS, Viral infection NOS, VIRAL INFECTION, Infection, Viral, Disease, Viral, Disease caused by virus, Infections, Virus, Viral Infectious Disease, Viral Infections, Viral infectious disease, NOS, viral disease, Disease caused by virus, NOS, Disease due to virus, Viral Disease, diseases caused by viruses, Viral disease, viral disorder, viral infection nos, Viral Diseases, Viral infection, Virus Diseases, Viral Infection, Viral infections, virus disease, viral infectious disease, virus infection, VIRAL DISEASES: GENERAL TERMS, Viral Disorder, Virus Infection, viral infection, Viral infectious disease, Diseases, Virus, INFECTION VIRAL, Viral infection, NOS, Virus Disease, Viral illness, Virus Infections, Infection, Virus, Diseases Caused by Viruses, Disease, Virus, Diseases, Viral, Infections, Viral	1.0
fauxUix3VG	Erysipelothrix infectious disease	Erysipelothrix infectious disease	DISEASE							
NSazocJ6YM	Borna disease	Borna disease	DISEASE	C0006023	Borna Disease	An encephalomyelitis of horses, sheep and cattle caused by BORNA DISEASE VIRUS.	T047	Disease or Syndrome	Borna disease, Near eastern equine encephalomyelitis	1.0
VvEzkZCprh	Infectious, fungal or parasitic Myopathy	Myopathy	DISEASE	C0026848	Myopathy	Acquired, familial, and congenital disorders of SKELETAL MUSCLE and SMOOTH MUSCLE.	T047	Disease or Syndrome	Myopathic disease, skeletal muscle disorder, Myopathic disease or syndrome, muscular disorders, Myopathic Conditions, Muscular Diseases, Disorder of muscle, muscle disorders, Myopathy, MYOPATHIES, Myopathy, unspecified, muscular diseases, Myopathic changes, muscle disease, Muscle Disorder, DISORDER MUSCLE, muscular disorder, muscular disease, Muscle disorders, Muscles--Diseases, muscle disorder, Disorder of skeletal AND/OR smooth muscle, MYOPATHY, Myopathic Diseases and Syndromes, Myopathic Condition, myopathies, Muscle Disorders, Muscle disease or syndrome, Myopathic syndrome, NOS, Disorder of skeletal AND/OR smooth muscle (disorder), Myopathies, MUSCLE DISORDER, Skeletal muscle disease, Disorder of muscle, NOS, Myopathy, NOS, skeletal muscle disease, myopathy, myopathy unspecified, Muscular Disease, Muscular Disorders, Myopathic disease, NOS, Muscle tissue disease	1.0
ZQJBHVpgwD	Methicillin-Susceptible Staphylococcus Aureus infection	Aureus infection	DISEASE	C1318973	Staphylococcus aureus infection	An infectious process in which the bacteria Staphylococcus aureus is present.	T047	Disease or Syndrome	Infection due to Staphylococcus aureus, Staphylococcus aureus infections, Staphylococcus aureus Infection, Staphylococcus aureus, staphylococcus aureus infection, Staphylococcus aureus NOS, Infection caused by Staphylococcus aureus (disorder), Infection caused by Staphylococcus aureus, Staphylococcus aureus Infections, Staphylococcus aureus infection	0.712
2ooCfo7ss3	Bacterial Myositis	Myositis	DISEASE	C0027121	Myositis	Inflammation of a muscle or muscle tissue.	T047	Disease or Syndrome	inflammatory myopathies, Inflammatory myopathy NOS, Inflammatory myopathy, Inflammatory Myopathies, Myositis, NOS, Muscle Diseases, Inflammatory, muscle inflammation, Myopathies, Inflammatory, Muscle inflammation, inflammatory muscle diseases, Muscle Disease, Inflammatory, inflammatory muscle disease, Myopathy, Inflammatory, myositis, inflammation of the skeletal muscle, Inflammatory Myopathy, Myositis, Myositis (disorder), Inflammatory Muscle Disease, myositis nos, inflammatory myopathy, Inflammatory disorder of muscle, Inflammatory Muscle Diseases, MYOSITIS, Myositides	1.0
cvJNcp9YTW	Piedra									
qT8b3mhwU9	Parasitic Intestinal disease	Intestinal disease	DISEASE	C0021831	Intestinal Diseases	Pathological processes in any segment of the INTESTINE from DUODENUM to RECTUM.	T047	Disease or Syndrome	bowels disease, Intestines--Diseases, Enteropathy, NOS, Disorder of intestine, bowels diseases, bowel disease, diseases intestinal tract, diseases intestine, disorder intestine, disorders bowel, Intestinal Disorder, Intestinal Diseases, intestinal tract diseases, disease bowel, Intestinal Disease, intestinal disorders, intestine disorder, Diseases, Intestinal, bowels disorders, diseases intestines, Disease of intestine, NOS, disorders intestine, bowel disorder, intestinal disease, Unspecified disorder of intestine, Disease, Intestinal, bowel dysfunction, Enteropathy, Disorder of intestine (disorder), DISEASES OF THE INTESTINAL TRACT, disorder intestinal, Intestinal disease, intestinal disorder, DISEASES OF THE SMALL AND LARGE INTESTINES, diseases of the intestinal tract, disorders intestines, bowel diseases, intestine disease, bowel disorders, disease intestinal, disorders intestinal, disease intestine, intestinal diseases, enteropathy, disease intestines	1.0
Qpnb2DAmya	Tuberculosis	Tuberculosis	DISEASE	C0041296	Tuberculosis	Any of the infectious diseases of man and other animals caused by species of MYCOBACTERIUM TUBERCULOSIS.	T047	Disease or Syndrome	Tuberculous, TUBERCULOSIS, Koch Disease, Mycobacterium tuberculosis Infection, Infection, Mycobacterium tuberculosis, Mycobacterium tuberculosis Infections, Tuberculous (qualifier value), TB, tuberculous, INFECTION TUBERCULOSIS, tbc, TBC, tuberculosis, Tuberculosis, NOS, Infection due to Mycobacterium tuberculosis, Infection caused by Mycobacterium tuberculosis, tuberculosis infection, Tuberculosis (TB), Tuberculotic, INFECTION TBC, Kochs Disease, Infections, Mycobacterium tuberculosis, Tuberculoses, Koch's Disease, Infection caused by Mycobacterium tuberculosis (disorder), Tuberculosis, Tuberculosis (disorder), infection tuberculosis, tuberculosis (TB), tb, TB - Tuberculosis	1.0
Wk9njCNBYU	Newcastle disease	Newcastle disease	DISEASE	C0027983	Newcastle Disease	An acute febrile, contagious, viral disease of birds caused by an AVULAVIRUS called NEWCASTLE DISEASE VIRUS. It is characterized by respiratory and nervous symptoms in fowl and is transmissible to man causing a severe, but transient conjunctivitis.	T047	Disease or Syndrome	Newcastle disease (disorder), Disease, Newcastle, Newcastle Disease, Newcastle disease, newcastle disease, Avian pneumoencephalitis, NEWCASTLE DISEASE	1.0
6G9PJyDS2s	Influenza a (H1N1)	H1N1	CHEMICAL	C0580264	H1N1		T170	Intellectual Product	Serotype H1N1 (qualifier value), Serotype H1N1	1.0
cAiHWpfH7U	Opportunistic bacterial infectious disease	bacterial infectious disease	DISEASE	C0004623	Bacterial Infections	Infections by bacteria, general or unspecified.	T047	Disease or Syndrome	Bacterial infectious disease, NOS, BACTERIAL INFECTIOUS DISEASES, other bacterial infection, Bacterial infection, BACTERIAL INFECTIOUS DISEASES: GENERAL TERMS, Infections, Bacterial, bacterial diseases, bacterial infections, Bacterial Infection, bacterial infection, bacterial disease, Bacterial diseases, Infection, Bacterial, Disease caused by bacteria, NOS, Bacterial Disease, Bacterial infection; unspecified site, Bacterial Infections, Bacterial Disorder, Bacterial infectious disease (disorder), bacterial infectious diseases, Bacterial infections, Bacterial infection, NOS, Bacterial infectious disease, bacteria caused disease, Diseases Caused by Bacteria, disease caused by bacteria, Bacterial Diseases, INFECTION BACTERIAL, Bacterial disease, bacteria caused diseases, Disease caused by bacteria, Bacterial Infectious Disease	1.0
